Campaign_ID,Campaign_Name,Channel,Region,Age_Group,Gender,Device,Content_Type,Date,Impressions,Clicks,Conversions,Spend_USD,Revenue_USD,CPC_USD
CMP-0468,holiday season,google ads,latin america,25-34,F,Desktop,video,07-20-2024,140682.0,1988.0,37.0,7724.06,11210.35,3.85
CMP-0160,Product Launch - ProMax,TikTok,North America,,female,tablet,carousel,04-25-2024,119682.0,9524.0,460.0,82570.25,66376.92,8.23
CMP-0242,new year push,GOOGLE ADS,latin america,,Female,MOBILE,Story,17 May 2024,83798.0,959.0,5.0,3583.94,608.34,3.44
CMP-0299,Brand Awareness Q1,Influencer,MEA,45-54,female,Tablet,image,"November 15, 2023",16974.0,1021.0,13.0,5448.71,1722.04,5.08
CMP-0435,product launch promax,SEO,Asia Pacific,55+,F,Tablet,Video,26 Nov 2023,148693.0,5328.0,120.0,25565.16,21526.65,4.82
CMP-0764,Brand Awareness Q1,GOOGLE ADS,MEA,35_44,female,Tablet,,2024-05-21,41670.0,3287.0,96.0,17775.54,23101.04,5.29
CMP-0326,New Year Push,FB,europe,55+,N/A,MOBILE,video,02-26-2024,23797.0,2301.0,12.0,4799.41,2187.22,2.36
CMP-0093,Black Friday,Influencer,europe,18_24,female,,image,01 Jul 2023,104896.0,8907.0,307.0,39467.19,63263.7,4.94
CMP-0834,summer sale 2024,email marketing,Latin America,18_24,Other,mobile,Carousel,"March 10, 2023",125598.0,898.0,29.0,717.77,6505.62,0.73
CMP-0717,summer sale 2024,seo,North America,18-24,male,,Carousel,12/05/2023,17726.0,1439.0,81.0,1294.74,26170.78,1.11
CMP-0899,Retargeting Q2,Influencer,Latin America,35_44,Male,mobile,image,15/02/2023,110790.0,8379.0,264.0,64144.29,75007.89,6.68
CMP-0857,Summer Sale 2024,Facebook,Europe,Unknown,,tablet,Carousel,"October 12, 2024",142992.0,,593.0,32868.49,69950.86,2.85
CMP-0965,summer sale 2024,email marketing,LATAM,25-34,Male,Desktop,carousel,26/12/2024,40186.0,352.0,25.0,1840.6,7624.02,4.81
CMP-0098,brand awareness q1,influencer,europe,,,tablet,carousel,17 Sep 2024,103403.0,10571.0,120.0,79407.49,7067.32,6.94
CMP-0423,summer sale 2024,Facebook,north america,18_24,,MOBILE,,03-22-2024,76335.0,6820.0,38.0,38850.91,9210.79,5.05
CMP-0072,Holiday Season,email marketing,latin america,,M,,Story,10 Sep 2023,73639.0,8607.0,268.0,19226.02,75705.65,2.53
CMP-1342,New Year Push,email marketing,Middle East,18-24,male,mobile,Story,2023-03-19,86444.0,9316.0,480.0,35039.78,40743.37,4.0
CMP-0898,holiday season,seo,middle east,,Female,Tablet,Video,"October 26, 2024",0.0,38.0,0.0,40.67,0.0,1.09
CMP-1361,Black Friday,FB,North America,25-34,Other,tablet,carousel,02-22-2024,57402.0,1687.0,,596.4,4744.6,0.41
CMP-0294,product launch promax,SEO,Latin America,55+,Other,tablet,Story,08-22-2024,134279.0,8918.0,712.0,8181.96,63781.36,0.85
CMP-1483,spring collection,facebook,North America,25-34,,,Image,25/11/2024,7508.0,350.0,13.0,407.63,3121.2,1.22
CMP-1264,new year push,influencer,Middle East,18_24,M,,,04 Oct 2024,130694.0,9286.0,149.0,24945.68,31832.69,2.48
CMP-1223,retargeting q2,EMAIL,Latin America,25_34,N/A,Desktop,Video,2024-08-19,101924.0,5251.0,81.0,40734.17,7424.48,8.22
CMP-0741,product launch promax,EMAIL,MEA,Unknown,male,mobile,,2023-09-13,49685.0,684.0,52.0,679.15,12998.62,1.19
CMP-0713,Black Friday,tiktok,EU,18_24,Other,MOBILE,video,"April 02, 2024",48137.0,315.0,4.0,682.9,241.75,2.42
CMP-0377,Brand Awareness Q1,Facebook,Middle East,25-34,Female,Mobile,carousel,17 Apr 2023,130629.0,8836.0,184.0,42940.91,37172.42,4.33
CMP-0229,brand awareness q1,GOOGLE ADS,europe,35-44,Other,Tablet,image,20 Jul 2024,43755.0,423.0,429.0,,139693.21,7.22
CMP-1246,product launch promax,FB,MEA,18_24,,Desktop,image,"January 06, 2024",116873.0,12364.0,834.0,14586.65,154052.62,1.1
CMP-0261,retargeting q2,email marketing,middle east,N/A,Other,mobile,carousel,12 Aug 2023,38321.0,1401.0,18.0,8468.23,3180.63,7.35
CMP-0297,Summer Sale 2024,Instagram,Europe,,Other,Desktop,video,2024-08-05,131657.0,10648.0,105.0,63695.35,21847.15,5.83
CMP-0960,retargeting q2,GOOGLE ADS,APAC,55+,Other,MOBILE,,09-11-2024,0.0,9.0,0.0,22.99,0.0,2.96
CMP-0113,brand awareness q1,EMAIL,Europe,Unknown,female,MOBILE,,03/03/2023,37822.0,4196.0,47.0,20262.96,3010.8,4.47
CMP-1304,Holiday Season,seo,LATAM,25_34,female,Desktop,video,"June 22, 2023",-108552.0,10.0,0.0,3.53,0.0,0.36
CMP-0655,product launch promax,GOOGLE ADS,Latin America,18-24,F,mobile,Image,2023-11-21,45620.0,2860.0,99.0,8417.94,34313.43,2.6
CMP-0243,black friday,EMAIL,Middle East,25_34,Other,Tablet,Image,28 May 2023,54969.0,3595.0,190.0,,14765.79,7.94
CMP-1185,Retargeting Q2,SEO,europe,Unknown,N/A,mobile,Carousel,07/09/2023,123214.0,12528.0,713.0,18429.61,143765.88,1.29
CMP-1072,BLACK FRIDAY,Google Ads,Latin America,18-24,N/A,desktop,carousel,25 Jun 2024,-91955.0,46.0,1.0,275.29,63.63,5.12
CMP-0069,product launch promax,influencer,middle east,N/A,Female,Tablet,Image,"February 08, 2024",98331.0,11109.0,169.0,19734.68,29800.71,1.77
CMP-0090,retargeting q2,tiktok,North America,,M,,,2023-08-22,93773.0,2471.0,25.0,9014.63,3635.0,3.29
CMP-1218,Holiday Season,EMAIL,middle east,35_44,Female,Desktop,image,"July 26, 2024",14865.0,1456.0,75.0,8391.09,2395.51,5.2
CMP-0032,Brand Awareness Q1,Influencer,Europe,25-34,,Desktop,Carousel,"May 25, 2024",77009.0,7777.0,335.0,17063.42,102218.18,2.15
CMP-0778,summer sale 2024,Email,EU,25-34,Male,mobile,Video,19/05/2023,-129059.0,26.0,0.0,36.55,0.0,1.23
CMP-1496,brand awareness q1,instagram,Middle East,N/A,Other,Tablet,,2023-12-08,103906.0,7451.0,533.0,30752.26,186345.47,5.0
CMP-0437,Black Friday,FB,europe,Unknown,female,tablet,video,2024-04-28,121841.0,11072.0,,75625.48,55908.84,7.89
CMP-0434,new year push,Facebook,Europe,N/A,Male,MOBILE,Story,02/04/2024,97446.0,3968.0,300.0,17825.51,14304.99,5.39
CMP-0750,Brand Awareness Q1,Facebook,asia pacific,N/A,,Tablet,carousel,25/08/2024,73293.0,5859.0,219.0,0.0,57679.16,1.77
CMP-0696,Summer Sale 2024,Facebook,europe,18_24,male,Mobile,Story,14/03/2024,12455.0,1151.0,91.0,5635.84,20299.67,4.66
CMP-1115,BLACK FRIDAY,influencer,Latin America,55+,Other,Tablet,video,2024-06-02,130342.0,14415.0,428.0,112627.09,126579.24,6.92
CMP-1140,new year push,google ads,Middle East,N/A,Other,tablet,image,06 Apr 2024,133507.0,,661.0,70971.07,80094.96,8.38
CMP-1312,new year push,TikTok,Asia Pacific,Unknown,Other,MOBILE,Carousel,14/03/2023,-62806.0,37.0,0.0,218.53,0.0,5.23
CMP-1029,New Year Push,Influencer,europe,35_44,,desktop,Image,"July 28, 2023",24138.0,332.0,25.0,53.17,3125.81,0.17
CMP-0075,Retargeting Q2,FB,MEA,18-24,Male,desktop,Image,10/12/2023,75096.0,4903.0,,6040.85,34154.39,1.23
CMP-0082,New Year Push,FB,APAC,35_44,Male,tablet,carousel,06-21-2024,84054.0,3319.0,52.0,13745.01,2028.83,4.62
CMP-1262,retargeting q2,GOOGLE ADS,MEA,18_24,Male,mobile,Video,06-09-2024,32988.0,3398.0,189.0,22134.54,55207.63,7.2
CMP-0080,spring collection,tiktok,NA,45-54,Male,Mobile,video,"April 19, 2024",143223.0,4498.0,33.0,5512.52,7356.51,1.4
CMP-0446,black friday,Instagram,europe,55+,,desktop,Image,16/05/2024,93601.0,7376.0,250.0,45115.58,22379.68,5.4
CMP-0941,Black Friday,Google Ads,Latin America,25_34,Other,Tablet,Image,29 Mar 2024,41900.0,965.0,60.0,1066.3,8311.82,1.2
CMP-0658,spring collection,seo,MEA,N/A,,Tablet,Image,27 Mar 2023,117011.0,7817.0,538.0,75068.18,175530.57,8.2
CMP-1441,Holiday Season,EMAIL,Asia Pacific,45-54,female,mobile,Carousel,08/09/2023,79314.0,1658.0,50.0,6049.78,9752.69,3.9
CMP-1311,Brand Awareness Q1,FB,latin america,45-54,F,mobile,video,25 Dec 2024,123073.0,12151.0,569.0,,180821.13,8.47
CMP-0425,product launch promax,EMAIL,Latin America,25-34,female,desktop,Carousel,09/04/2023,54722.0,1336.0,55.0,664.25,7807.16,0.43
CMP-0749,holiday season,tiktok,europe,25_34,M,Desktop,carousel,13 May 2023,57571.0,4329.0,120.0,13964.6,13659.16,3.76
CMP-0628,new year push,email marketing,Latin America,18-24,Male,Desktop,Carousel,"October 14, 2023",142521.0,14684.0,227.0,24160.72,50339.03,1.63
CMP-0882,new year push,EMAIL,europe,18_24,,mobile,Image,06-19-2024,57539.0,4064.0,,20328.26,83612.18,4.92
CMP-1080,retargeting q2,influencer,latin america,18-24,Female,tablet,Carousel,20/02/2024,117761.0,1276.0,76.0,4369.24,21709.64,3.45
CMP-1192,Spring Collection,FB,MEA,N/A,F,tablet,Image,09/11/2023,48011.0,1814.0,110.0,6236.63,32785.27,3.69
CMP-1116,Product Launch - ProMax,GOOGLE ADS,europe,N/A,female,Desktop,,"September 15, 2024",102871.0,583.0,29.0,3172.11,7442.63,5.49
CMP-0393,holiday season,tiktok,Asia Pacific,25-34,female,desktop,,30 Jul 2023,45334.0,1728.0,70.0,9061.6,22344.03,6.26
CMP-1303,brand awareness q1,influencer,latin america,18_24,,Tablet,Video,2024-12-21,86796.0,6349.0,166.0,50456.12,,6.94
CMP-0956,summer sale 2024,seo,APAC,18-24,female,Mobile,video,09-19-2023,18361.0,602.0,17.0,2011.85,4011.91,3.33
CMP-1191,product launch promax,Instagram,North America,N/A,Female,MOBILE,image,2023-02-03,143000.0,13929.0,922.0,111843.56,189425.88,7.29
CMP-0100,Retargeting Q2,instagram,North America,55+,female,desktop,Carousel,13/04/2024,148781.0,10149.0,676.0,11941.8,173910.11,1.06
CMP-0593,Summer Sale 2024,Email,Asia Pacific,18_24,F,,Carousel,28/01/2023,26061.0,2130.0,142.0,13343.92,16663.7,7.01
CMP-1234,new year push,seo,north america,,male,Mobile,,2023-11-17,54922.0,1633.0,95.0,8114.0,4887.08,4.77
CMP-0670,New Year Push,influencer,MEA,35_44,,desktop,carousel,"May 18, 2023",83338.0,1410.0,60.0,7177.17,11761.5,6.06
CMP-0971,Brand Awareness Q1,instagram,middle east,25-34,Male,tablet,Story,11-21-2024,0.0,12.0,0.0,58.26,0.0,5.3
CMP-0805,spring collection,Facebook,Asia Pacific,18-24,Male,mobile,Carousel,2023-03-05,53359.0,5348.0,403.0,34022.07,130275.63,7.76
CMP-0954,holiday season,facebook,middle east,55+,N/A,mobile,Story,"August 06, 2023",111350.0,5435.0,,27980.8,11111.76,4.38
CMP-0060,new year push,tiktok,MEA,25_34,F,Tablet,,09 Dec 2024,130922.0,4670.0,126.0,16663.17,16154.91,3.67
CMP-0274,New Year Push,influencer,north america,35_44,M,Tablet,Carousel,2024-12-01,79250.0,3089.0,37.0,1869.92,7681.12,0.74
CMP-0757,Retargeting Q2,influencer,latin america,,,desktop,image,2024-12-03,75008.0,4766.0,127.0,37123.98,42091.47,6.84
CMP-1012,Brand Awareness Q1,tiktok,Latin America,55+,Female,Desktop,Story,"September 15, 2024",4757.0,452.0,16.0,,4251.91,2.46
CMP-0232,new year push,instagram,Latin America,N/A,F,MOBILE,Story,24 Nov 2024,85876.0,2678.0,130.0,8413.04,21298.61,3.57
CMP-0218,Brand Awareness Q1,SEO,latin america,,N/A,desktop,Video,18 Dec 2023,140755.0,9002.0,240.0,54572.14,77890.87,6.26
CMP-0141,brand awareness q1,FB,Asia Pacific,25_34,,desktop,carousel,2024-12-07,125869.0,12164.0,440.0,59598.47,125288.85,5.95
CMP-1397,Brand Awareness Q1,google ads,MEA,55+,Other,Mobile,carousel,2024-03-06,102541.0,10052.0,714.0,39473.51,216512.82,3.57
CMP-0364,summer sale 2024,instagram,LATAM,35-44,Female,Tablet,carousel,"January 27, 2023",111834.0,9082.0,99.0,74350.7,20575.21,7.13
CMP-1228,summer sale 2024,EMAIL,NA,25-34,F,,Carousel,31 Jul 2023,23237.0,511.0,3.0,795.93,797.67,1.81
CMP-0114,retargeting q2,Email,MEA,25_34,F,tablet,,10-06-2023,61739.0,5846.0,264.0,7136.26,23369.27,1.41
CMP-1124,Spring Collection,seo,MEA,N/A,Male,Tablet,image,2024-08-13,-26181.0,24.0,0.0,81.87,0.0,4.03
CMP-0244,summer sale 2024,SEO,middle east,55+,M,,,"August 18, 2023",7535.0,,5.0,1375.32,1163.9,5.45
CMP-1444,Holiday Season,email marketing,europe,25-34,N/A,Tablet,image,07-05-2024,139393.0,2068.0,150.0,978.65,10457.8,0.53
CMP-1208,holiday season,google ads,latin america,35_44,female,desktop,,03/03/2024,123978.0,8721.0,101.0,27651.17,9722.93,3.7
CMP-0916,BLACK FRIDAY,Facebook,NA,45-54,M,tablet,carousel,11-26-2024,74767.0,1970.0,35.0,11933.07,5667.06,6.59
CMP-0010,summer sale 2024,google ads,LATAM,18_24,Male,Mobile,,05-29-2024,139731.0,1985.0,142.0,10833.01,30699.17,5.1
CMP-0438,brand awareness q1,email marketing,North America,N/A,,Tablet,Image,2023-12-25,147079.0,974.0,31.0,2824.47,10177.97,2.49
CMP-0905,Summer Sale 2024,influencer,EU,18-24,male,Tablet,Image,09 Jun 2024,25152.0,1992.0,50.0,12693.43,12534.33,7.59
CMP-0688,Summer Sale 2024,TikTok,Latin America,35-44,,Desktop,Image,19 Nov 2023,49240.0,493.0,7.0,4543.62,,8.05
CMP-0249,Holiday Season,Email,EU,35-44,N/A,mobile,Image,04-12-2023,4165.0,482.0,35.0,2484.77,6182.96,6.43
CMP-0577,Spring Collection,google ads,Latin America,45-54,N/A,desktop,Image,29 Aug 2023,102480.0,6936.0,45.0,33753.66,12028.74,5.85
CMP-0378,Summer Sale 2024,tiktok,EU,45-54,N/A,desktop,video,05 Nov 2024,69836.0,7652.0,491.0,1157.53,93907.61,0.13
CMP-0979,Brand Awareness Q1,email marketing,europe,25_34,Other,MOBILE,image,06-10-2024,52568.0,3325.0,179.0,18309.63,40792.98,4.82
CMP-1200,Product Launch - ProMax,seo,europe,Unknown,M,Tablet,carousel,2024-05-18,80314.0,9026.0,629.0,26319.09,94563.42,3.54
CMP-0542,Retargeting Q2,tiktok,middle east,45-54,N/A,Desktop,Story,"January 25, 2023",4751.0,125.0,3.0,78.87,750.84,0.7
CMP-1287,Product Launch - ProMax,Instagram,LATAM,,Female,,Story,01-20-2024,75872.0,5633.0,294.0,28404.51,90298.4,6.17
CMP-0861,Spring Collection,seo,Europe,45-54,,Mobile,Story,2023-11-02,48694.0,1982.0,13.0,5191.59,2553.2,2.51
CMP-0449,product launch promax,Influencer,Latin America,25_34,Male,Tablet,Carousel,11-04-2023,137885.0,12611.0,,43299.86,134872.49,2.9
CMP-0703,retargeting q2,google ads,MEA,45-54,,mobile,Image,14/07/2024,98918.0,10830.0,757.0,16847.36,,1.55
CMP-1381,brand awareness q1,Facebook,asia pacific,,Male,,Video,17/05/2023,127019.0,13870.0,609.0,8004.57,121772.16,0.55
CMP-0140,new year push,instagram,europe,55+,,Mobile,Image,06-28-2023,10840.0,897.0,13.0,,1669.95,1.07
CMP-0487,black friday,seo,Asia Pacific,Unknown,female,Tablet,Story,"January 18, 2023",52582.0,3896.0,86.0,28804.42,16786.09,7.32
CMP-1094,Product Launch - ProMax,TikTok,LATAM,55+,M,Desktop,,23 Apr 2023,87841.0,3611.0,277.0,4742.89,17556.84,1.12
CMP-0719,Product Launch - ProMax,influencer,LATAM,N/A,female,Tablet,Video,"October 22, 2023",95813.0,9605.0,110.0,17817.11,3461.73,1.97
CMP-1384,New Year Push,FB,asia pacific,45-54,Male,Tablet,Carousel,02-11-2023,78846.0,8836.0,568.0,,109186.04,5.48
CMP-0843,Black Friday,Facebook,NA,35-44,Other,MOBILE,,11/08/2024,74217.0,6952.0,387.0,37449.67,13702.89,5.54
CMP-0711,Product Launch - ProMax,google ads,north america,25-34,F,,carousel,01-29-2023,98505.0,10275.0,664.0,37366.57,169316.74,3.38
CMP-0524,Spring Collection,EMAIL,EU,Unknown,female,mobile,Carousel,13/02/2023,93009.0,3934.0,64.0,30405.2,9423.12,8.04
CMP-0172,Spring Collection,Influencer,APAC,18-24,N/A,tablet,carousel,03/12/2024,46322.0,2992.0,96.0,544.06,7848.99,0.17
CMP-1446,black friday,Google Ads,middle east,18_24,N/A,,Carousel,17/06/2024,76385.0,6218.0,211.0,0.0,,0.76
CMP-0678,new year push,instagram,NA,Unknown,female,mobile,Image,2023-06-04,30051.0,1878.0,82.0,15390.71,2976.12,6.96
CMP-1127,Product Launch - ProMax,influencer,MEA,35-44,Female,Mobile,,30 Nov 2024,137261.0,10736.0,10741.0,37187.62,238155.4,3.68
CMP-1043,Spring Collection,email marketing,EU,35-44,Female,mobile,image,10-13-2024,53103.0,5744.0,296.0,36196.81,75129.95,6.06
CMP-0897,black friday,tiktok,Asia Pacific,Unknown,female,desktop,,"February 25, 2024",54334.0,6266.0,116.0,18599.33,32421.53,3.45
CMP-0922,Retargeting Q2,Instagram,Middle East,35_44,Other,Tablet,image,10-19-2024,73368.0,8732.0,644.0,31716.39,36020.19,3.36
CMP-1493,Summer Sale 2024,GOOGLE ADS,europe,,,Desktop,video,02 Jan 2023,123789.0,13366.0,728.0,80199.01,23023.75,7.39
CMP-0008,Spring Collection,facebook,Europe,35_44,Other,mobile,Image,2023-04-10,113497.0,11842.0,770.0,70067.43,64083.04,5.59
CMP-0884,Summer Sale 2024,Google Ads,LATAM,25-34,male,,carousel,"December 16, 2024",43320.0,3163.0,236.0,28966.98,35692.23,7.79
CMP-0650,brand awareness q1,google ads,North America,N/A,F,MOBILE,,31 Jul 2024,118851.0,4807.0,177.0,19663.32,17914.56,3.82
CMP-1349,Summer Sale 2024,tiktok,North America,N/A,N/A,Mobile,image,"May 17, 2024",141452.0,1458.0,113.0,609.25,17387.15,0.36
CMP-0349,summer sale 2024,email marketing,NA,,female,,video,2023-05-02,110887.0,9247.0,560.0,65919.88,35485.99,6.41
CMP-0762,holiday season,google ads,NA,35-44,Female,tablet,image,17 Sep 2024,114844.0,12888.0,292.0,,68234.67,1.65
CMP-0715,Brand Awareness Q1,influencer,MEA,Unknown,M,tablet,Carousel,2023-08-03,95592.0,8603.0,481.0,65267.62,88676.32,7.57
CMP-0321,Retargeting Q2,Influencer,Middle East,18-24,female,tablet,image,06/09/2023,54453.0,4436.0,129.0,28325.6,2837.24,5.87
CMP-1313,Brand Awareness Q1,email marketing,EU,55+,Female,MOBILE,Story,11-06-2024,93400.0,10389.0,813.0,53042.86,131326.38,5.11
CMP-1146,holiday season,instagram,Latin America,25_34,male,MOBILE,Video,2023-07-08,48671.0,2339.0,124.0,590.6,3452.14,0.3
CMP-1114,Spring Collection,Facebook,Middle East,,Male,mobile,Story,04/01/2024,64411.0,5930.0,465.0,36431.21,68518.94,5.94
CMP-0252,product launch promax,SEO,Middle East,N/A,M,MOBILE,image,05-02-2024,106522.0,2337.0,,2629.55,4704.05,1.13
CMP-0915,summer sale 2024,Email,North America,18_24,female,Tablet,Carousel,11/11/2024,46663.0,3748.0,231.0,22219.78,28003.35,5.67
CMP-1174,BLACK FRIDAY,TikTok,Europe,35_44,M,mobile,image,18 Feb 2024,0.0,10.0,0.0,47.61,0.0,3.97
CMP-0363,holiday season,instagram,north america,N/A,Other,mobile,Image,29 Aug 2023,0.0,35.0,2.0,36.04,131.97,1.22
CMP-1100,BLACK FRIDAY,tiktok,europe,45-54,Female,Mobile,,2023-08-03,0.0,22.0,0.0,126.05,0.0,6.47
CMP-1025,Brand Awareness Q1,Google Ads,north america,18-24,female,desktop,image,2024-03-07,20893.0,1540.0,19.0,10961.52,3529.94,6.28
CMP-0138,summer sale 2024,Email,Latin America,18-24,Female,Mobile,Video,"December 07, 2024",30853.0,2096.0,114.0,3140.91,12436.54,1.39
CMP-0510,Brand Awareness Q1,influencer,middle east,45-54,N/A,desktop,Carousel,"May 27, 2023",143925.0,12053.0,395.0,57947.5,21429.37,4.59
CMP-1134,Summer Sale 2024,seo,LATAM,N/A,,Desktop,carousel,03-11-2023,81633.0,6126.0,334.0,21124.98,103594.42,3.19
CMP-0227,new year push,SEO,North America,18-24,F,Mobile,image,13/02/2023,106801.0,8730.0,649.0,58214.02,43304.43,5.8
CMP-1302,spring collection,tiktok,North America,N/A,F,MOBILE,video,11-11-2024,23016.0,1003.0,5.0,1701.22,1717.86,1.93
CMP-1422,retargeting q2,instagram,middle east,25_34,Female,Desktop,Carousel,2023-01-14,64157.0,5387.0,424.0,40896.06,101011.38,7.02
CMP-0429,retargeting q2,influencer,Europe,,Other,Desktop,Carousel,04-20-2024,84099.0,4270.0,241.0,36430.46,26127.99,7.51
CMP-0516,black friday,Influencer,APAC,Unknown,,desktop,Story,"April 27, 2023",,371.0,29.0,1496.01,4799.76,4.07
CMP-1491,spring collection,Google Ads,North America,18-24,M,tablet,,07-07-2023,72038.0,7466.0,274.0,22751.72,17099.75,2.56
CMP-0221,Spring Collection,tiktok,europe,35-44,N/A,MOBILE,Video,23 Oct 2023,118155.0,7795.0,395.0,7261.17,43432.18,0.92
CMP-1162,black friday,facebook,Asia Pacific,35_44,Other,,,2024-04-26,87176.0,3022.0,153.0,6453.44,39515.99,2.58
CMP-0223,Brand Awareness Q1,Facebook,middle east,N/A,male,MOBILE,Carousel,2023-04-24,48803.0,5498.0,344.0,39298.85,25266.38,7.85
CMP-1279,Spring Collection,facebook,North America,35-44,F,MOBILE,Image,26/04/2023,76503.0,4814.0,347.0,15018.11,21082.3,2.72
CMP-1297,new year push,TikTok,latin america,18_24,Other,Tablet,video,2023-07-21,52789.0,2556.0,15.0,8137.19,1647.77,3.97
CMP-0207,retargeting q2,influencer,asia pacific,25_34,Male,desktop,image,07-22-2024,0.0,50.0,2.0,375.82,416.85,8.24
CMP-0860,retargeting q2,SEO,middle east,25_34,Female,Mobile,Video,2024-05-23,129000.0,1732.0,94.0,4687.69,6427.93,3.04
CMP-0077,brand awareness q1,EMAIL,latin america,55+,F,mobile,Story,2023-05-17,125852.0,9396.0,200.0,43738.76,53812.81,4.71
CMP-0144,Summer Sale 2024,SEO,north america,25_34,Other,Mobile,Video,04/04/2023,80348.0,6450.0,192.0,21576.33,41852.9,2.96
CMP-0793,holiday season,GOOGLE ADS,Latin America,,male,mobile,Carousel,"December 02, 2024",130122.0,13095.0,13106.0,108533.69,1560485.78,8.04
CMP-1436,spring collection,Facebook,Europe,25_34,female,Tablet,Story,10 Oct 2024,117866.0,10783.0,506.0,12968.16,29693.35,1.5
CMP-0935,Summer Sale 2024,GOOGLE ADS,MEA,55+,Female,desktop,image,"September 06, 2023",79479.0,7335.0,294.0,37435.06,49939.91,4.39
CMP-0653,Holiday Season,FB,APAC,Unknown,F,,carousel,21 Dec 2024,113086.0,3225.0,162.0,11222.1,46535.44,2.9
CMP-1153,Brand Awareness Q1,Email,middle east,25_34,Male,Desktop,Image,2024-09-23,146348.0,146717.0,5139.0,129186.79,277067.48,1.1
CMP-0540,summer sale 2024,FB,EU,Unknown,male,tablet,Carousel,08-10-2024,37074.0,3701.0,162.0,29937.65,16857.18,7.02
CMP-1205,Black Friday,GOOGLE ADS,EU,,,Mobile,video,04-20-2024,57941.0,5626.0,205.0,21269.65,40654.93,3.22
CMP-0129,Black Friday,instagram,europe,35_44,F,desktop,carousel,11/09/2024,23906.0,2384.0,40.0,17717.3,,6.48
CMP-1224,product launch promax,Google Ads,europe,25_34,Male,Desktop,,15 Apr 2023,67780.0,6892.0,,30203.18,2025680.82,4.84
CMP-0907,New Year Push,tiktok,Asia Pacific,25_34,Female,Mobile,Carousel,17 Nov 2023,103825.0,,800.0,14305.98,171333.14,1.23
CMP-1273,holiday season,facebook,Middle East,N/A,Male,MOBILE,video,26 Aug 2024,102369.0,10021.0,483.0,81499.76,48390.69,7.64
CMP-0802,Black Friday,facebook,Europe,18_24,M,mobile,video,24 Feb 2023,81040.0,7431.0,507.0,51528.27,,8.06
CMP-0397,brand awareness q1,email marketing,Asia Pacific,35_44,F,desktop,Image,2023-01-09,131290.0,10937.0,107.0,28314.13,18165.73,2.53
CMP-0359,Summer Sale 2024,Google Ads,Middle East,25-34,N/A,tablet,Image,27/07/2023,36998.0,2075.0,108.0,5168.03,31560.32,2.89
CMP-0493,BLACK FRIDAY,Google Ads,Latin America,35-44,Male,tablet,Image,"October 27, 2023",108541.0,11145.0,428.0,72834.92,73276.81,6.97
CMP-1181,BLACK FRIDAY,tiktok,north america,35_44,male,mobile,carousel,10-03-2024,105014.0,12285.0,665.0,,211224.82,5.94
CMP-0490,Retargeting Q2,influencer,middle east,25-34,N/A,,Carousel,"March 14, 2023",89989.0,873.0,50.0,2063.95,9040.52,2.25
CMP-1333,Black Friday,Influencer,LATAM,,,tablet,image,08-01-2023,130743.0,13974.0,91.0,45205.0,5462.14,3.05
CMP-0339,BLACK FRIDAY,Facebook,latin america,25-34,male,Tablet,Video,07-22-2024,117739.0,2332.0,183.0,3465.93,,1.45
CMP-0375,Black Friday,influencer,asia pacific,18_24,Female,MOBILE,video,"June 17, 2024",1463.0,151.0,2.0,851.86,551.09,5.47
CMP-0001,Summer Sale 2024,Facebook,LATAM,55+,female,mobile,Carousel,04-15-2023,143464.0,1208.0,,4249.82,11795.17,4.34
CMP-0995,Summer Sale 2024,TikTok,Middle East,,N/A,tablet,Image,2023-07-04,57304.0,819.0,22.0,6007.58,3078.06,6.66
CMP-0352,Product Launch - ProMax,Influencer,EU,18-24,male,Mobile,Video,"February 23, 2023",84815.0,9285.0,9303.0,18067.65,2551375.68,1.65
CMP-0869,spring collection,tiktok,Asia Pacific,18-24,F,Mobile,carousel,2023-08-31,11386.0,1142.0,,1375.78,9486.48,1.19
CMP-0806,New Year Push,influencer,North America,25-34,Other,Tablet,image,2024-12-01,13850.0,995.0,73.0,8168.0,3315.93,8.32
CMP-1414,spring collection,facebook,Asia Pacific,35_44,N/A,tablet,image,19/09/2023,129923.0,8151.0,459.0,36801.68,151393.05,4.2
CMP-0463,black friday,email marketing,Europe,35_44,Female,Mobile,Video,29 Nov 2024,107021.0,,704.0,36274.01,138178.56,3.6
CMP-1280,Retargeting Q2,influencer,EU,45-54,,Desktop,video,04-02-2024,63206.0,2376.0,87.0,2515.83,26312.71,1.16
CMP-0055,BLACK FRIDAY,SEO,EU,,,,video,"January 27, 2024",132333.0,13093.0,610.0,14847.48,182478.12,1.26
CMP-0621,Retargeting Q2,tiktok,APAC,18-24,Female,MOBILE,video,19 Oct 2023,14367.0,485.0,,1656.48,2362.36,4.05
CMP-1306,BLACK FRIDAY,Facebook,North America,Unknown,F,Tablet,Story,15 Apr 2023,94689.0,8830.0,52.0,16037.77,16164.96,2.08
CMP-1047,Product Launch - ProMax,TikTok,Latin America,35-44,Other,Mobile,carousel,05-11-2024,70577.0,3622.0,269.0,12640.51,31914.47,4.26
CMP-0975,brand awareness q1,influencer,MEA,25_34,F,,Story,2024-08-08,18842.0,2168.0,,15066.12,7875.4,7.39
CMP-0167,product launch promax,GOOGLE ADS,Europe,18_24,Female,Mobile,carousel,2024-02-15,137078.0,1591.0,119.0,0.0,10027.69,1.57
